sx sy gx gy d
20.1963 -0.186588 5.73577 -3.04984 102
-3.64895 13.6377 -21.0721 -1.98465 150.72
13.8568 -0.067006 -2.14283 -4.09825 58.68
20.099 10.8919 5.14912 13.0318 14.7
19.1349 -4.71945 16.831 -8.69227 4.2
17.4657 10.0734 -21.3603 -9.15402 186.3
-19.9082 13.8697 -6.81026 -11.6756 212.88
14.0796 0.860023 -19.6775 -13.0609 46.26
-11.7286 7.56956 14.5168 -13.8443 71.52
20.0691 -0.913673 -16.997 -12.1324 62.4
12.6411 0.604788 17.7198 10.4125 23.28
20.7643 -11.927 19.1791 8.80986 20.4
18.352 -8.91593 19.7826 5.51075 14.1
-13.6545 -3.70912 -20.1717 -11.1399 26.22
0.298956 1.27589 -18.8922 -10.3514 93.66
-12.397 0.0825403 21.9917 13.8964 62.7
18.9887 12.7493 10.6258 5.83086 54.12
-20.2596 -7.7594 9.16655 12.404 76.2
-3.96283 -13.6931 2.939 -3.67092 50.64
-15.9533 3.67222 1.52829 2.6349 68.16
13.6726 12.2948 10.9285 13.7381 2.7
6.48 -0.616573 -13.6369 -4.65682 80.7
12.8644 -13.9683 -17.0167 -12.0376 29.64
-21.6346 -6.52624 -8.19567 -12.5521 38.82
21.5873 -10.0938 19.7446 3.80037 13.62
-4.06063 12.3881 -20.745 10.2802 60.06
2.04534 -13.357 2.29984 -12.4157 0.54
12.6488 -12.9934 -20.9957 -4.33125 55.32
-6.50269 -2.84756 20.1223 -6.64619 80.1
19.6131 -13.5946 -21.6837 7.52228 65.4
2.84936 3.18145 15.5666 12.2135 65.34
19.8483 -10.6998 -0.864482 13.6111 237.96
20.8094 6.84481 7.99412 11.2613 59.76
7.67247 -8.43438 -1.93465 -5.04535 46.2
11.3685 13.3586 -10.6102 7.74388 23.64
-4.17336 12.5803 12.1763 5.46143 20.4
-16.2973 5.2204 21.6128 3.19114 68.34
-3.09157 -3.42434 19.3512 -6.32917 75.3
17.392 11.5588 13.0644 -3.80952 34.08
-11.1925 -4.51187 7.89921 9.27794 61.2
-6.12343 -3.94607 -5.51207 6.5031 104.4
-20.4567 -4.71988 1.2784 -6.55818 55.8
-17.2077 13.6231 9.79297 12.825 26.58
17.7897 13.5464 -0.268979 0.352634 80.1
19.1727 5.32229 15.9202 -10.0132 15.48
11.218 12.1129 -0.0206282 -4.08987 20.76
-20.4576 -0.836177 10.969 -5.91955 67.8
16.6946 13.21 -17.1517 -13.0289 156.78
-18.0045 -10.2796 13.9936 5.0566 136.74
18.116 -13.1468 6.96389 -9.68415 11.28
-21.4405 -2.72634 -9.0201 -12.4416 34.8
9.98037 -6.26675 10.0766 -13.588 6.9
18.3677 -7.26966 3.12352 -5.14529 79.02
-3.05512 -12.8688 -18.4197 -10.7305 15.96
2.34066 -3.71155 8.80642 -10.303 29.76
-21.8591 -9.06586 -12.2601 -9.12718 33.36
4.95937 -12.1688 18.9218 9.3825 113.7
-20.1971 -5.44482 -9.72801 -13.3793 36.9
-6.05264 -13.5646 -3.04651 -5.85924 40.44
11.2242 3.07185 19.9019 -2.00213 38.22
-5.55466 -13.4516 6.01416 -3.82771 53.16
20.5479 -4.67048 0.114166 0.84097 70.44
12.7995 -11.6907 9.3296 -12.0425 3.06
-16.2047 9.23112 -19.604 -8.63054 17.76
9.02246 3.66574 -13.6941 -7.15359 84.36
-20.487 11.2978 -11.8067 -3.01241 64.32
5.70214 11.1176 14.6128 -10.4547 69.54
10.4285 -12.2602 -10.8935 13.2858 152.76
-1.88768 -12.1056 -0.344925 -4.27133 45.9
7.33466 9.7015 -18.5216 -13.0429 130.86
18.9771 13.421 4.67181 13.0695 13.92
3.73373 -11.7728 15.1916 2.66227 83.4
-13.2754 -1.76881 -21.5176 -0.346217 36.24
6.8902 -0.456568 -3.87918 -4.78045 11.28
9.30197 3.3684 10.6753 11.6561 9.12
-5.67042 -2.17442 17.9301 -6.82284 154.26
-20.0093 -12.3913 -16.4325 -13.0008 3.24
9.50921 -7.73021 4.12264 -5.47594 60.48
4.88079 11.8867 -21.1373 -6.89159 106.08
12.242 12.722 -18.8932 -8.95409 146.52
1.79805 -11.4879 19.5942 9.02653 96.06
-2.27468 1.00762 -19.9399 -13.7046 90.6
-11.5254 -1.71218 21.5236 -6.69159 174.12
-6.00233 13.6316 4.42101 10.1624 11.7
20.6524 8.10569 21.4157 -6.48048 14.16
-21.493 12.8899 18.1166 -11.8368 166.38
10.4037 5.08213 -21.9921 -2.78289 151.92
11.8463 12.3619 7.23183 -1.31966 63.96
20.178 -8.40787 4.30264 10.3666 190.56
13.2168 -2.40846 -6.69719 -1.93157 48.24
19.3589 -3.55109 21.1205 -1.49588 2.28
-7.33545 7.00355 9.25772 11.2706 67.26
19.7532 0.544451 12.6559 13.1026 55.02
12.0877 13.9353 12.0446 -12.6844 32.82
20.1172 12.58 -5.46556 12.053 76.08
16.6466 -8.45254 0.717868 1.00299 98.04
14.3278 12.1269 21.0727 -2.20816 15.72
-2.52347 -5.40492 19.4284 -6.52847 77.76
-21.4062 -6.7873 3.68422 -4.50686 61.38
2.61687 2.10567 2.26286 3.12947 0.66
11.0049 -11.3877 0.775199 0.943973 79.8
4.34699 4.63131 -2.22749 12.169 103.98
4.46772 -4.04367 18.4877 -8.89632 73.02
21.3418 -3.21552 -6.04481 -12.1979 38.4
2.56701 -4.96176 -10.866 0.703617 81.24
-17.5185 13.5379 13.091 -13.5173 113.28
14.8369 1.75054 14.1264 11.9817 19.02
21.2674 -12.747 12.469 4.80231 35.34
20.223 5.29121 -17.2416 -13.5481 79.2
2.19757 3.77495 -15.2843 -13.9492 80.64
17.2024 -12.5265 -20.0015 -11.5525 37.5
15.069 -12.0149 17.2764 13.852 49.14
18.1828 -7.56192 -13.4616 -6.74401 38.94
9.18693 13.1654 21.7432 -3.61593 22.38
-20.0512 12.4132 -5.45587 -5.90608 147.24
-2.15181 -12.2027 12.1642 -5.48468 83.46
-12.8529 8.73957 15.1611 10.0521 68.82
-20.6509 0.76277 2.07255 -5.41798 41.7
-0.441915 -6.45855 -21.6403 13.845 116.04
13.78 -13.2993 13.8242 -12.7153 0.18
19.8272 3.17209 19.0428 6.69776 3.18
20.4185 2.49475 9.11486 -13.5147 20.28
20.6063 0.69006 20.8019 -8.05921 8.34
11.5789 6.05775 19.5549 -6.00539 45.72
21.1886 11.747 20.2568 2.11968 9.24
2.17614 -13.3026 7.35267 13.9469 132.78
16.083 -8.41488 7.90355 9.9977 30.06
6.46464 10.6727 19.8067 -11.8487 63.96
19.2721 5.15247 -8.66885 -12.3057 66.6
16.4776 9.46335 6.94296 -13.172 63.18
21.2062 -3.73312 12.0594 -1.12537 28.08
2.80188 2.09311 12.6685 5.87877 64.38
20.3633 -8.87437 9.87961 10.7305 42.66
16.3753 11.1996 11.4676 4.23826 50.7
-5.44753 -12.8206 11.5384 -3.00421 70.2
14.9816 -1.28084 -1.74414 -3.99607 58.92
21.4889 7.18019 -1.96495 0.193042 75.72
-6.87122 -5.32447 6.54671 -13.9818 48.42
-1.81408 6.74343 -20.9054 -13.7002 158.64
13.4975 -11.4815 0.23741 -4.54758 51.24
6.79523 -11.194 -3.16238 1.52193 66.96
-2.62416 11.154 21.0016 13.7661 23.88
7.40696 12.8626 17.3098 10.8151 9.72
21.7491 2.49285 18.1943 -5.88516 8.7
18.8778 7.3507 3.87393 -13.7703 57.96
13.24 -11.331 -0.826455 0.416413 79.92
13.1421 0.962244 12.7822 13.5023 18.6
-18.9051 -12.343 -6.83805 12.1282 93.06
21.7522 -10.4163 15.8229 -13.1598 6.12
16.1686 9.6465 11.593 -12.9688 25.86
-5.56145 -6.95213 -11.3256 7.34943 93.54
5.9973 -12.6266 21.6265 2.91422 50.16
-0.234594 0.711235 20.3961 -8.12492 138.06
-9.84417 1.91306 20.6683 2.29608 110.52
13.9683 10.5592 21.4413 11.8887 7.2
-20.704 -9.62718 18.418 -6.3481 146.4
13.4006 11.8499 9.24719 -8.19859 65.64
19.5012 4.71318 12.8784 0.109201 37.62
-20.6406 -1.73137 4.06331 12.5264 89.1
-12.95 -13.8999 -4.07535 -11.4583 8.76
13.419 -0.932154 1.04977 3.20267 99.6
-19.9489 -4.40737 -21.3377 -1.59775 2.7
-11.897 8.5744 17.7854 12.4766 69.3
-11.2179 -3.23492 19.1024 -9.19992 108.54
-13.1893 -13.9126 -3.34396 -12.9575 9.48
2.92194 13.7981 15.6334 -12.7319 78.48
19.2622 -4.01462 17.4895 -13.7574 9.48
8.87466 3.1973 -7.46495 -11.485 63.9
19.5518 7.71075 -19.5127 -10.6085 149.82
7.95717 13.1395 21.7054 -7.9582 28.2
21.9425 -9.44952 -20.065 -13.2309 41.88
21.5262 2.33451 -4.04123 11.5359 184.38
11.616 11.834 -16.2394 -12.2391 127.32
-18.1554 -7.78327 -10.0753 0.939176 27.3
-6.70552 -12.9892 4.73022 -12.1942 11.04
-9.39989 7.19556 20.371 8.9317 88.38
-13.0738 -6.31329 -3.97242 -11.713 79.62
-21.1414 -9.44556 20.0918 7.87574 150.84
20.8807 -3.99402 11.6061 5.38703 35.16
13.7333 4.66716 3.89913 -13.9658 20.88
5.78612 -2.9064 -20.9473 -13.7404 81.96
-3.8248 -5.88501 -2.46506 -6.04783 0.96
6.47185 -10.5251 -10.5205 7.76977 54.9
-7.95142 -13.2502 -0.625477 -11.2752 7.2
-1.2086 0.611388 -19.6512 -5.37488 104.64
3.05908 2.96551 14.7502 3.7644 66.54
20.8876 5.97133 -20.8943 -6.54885 161.76
13.5104 12.2353 7.90836 11.5914 5.22
11.7145 -2.34424 -16.9416 2.3781 79.5
4.43028 12.2675 -11.0502 1.63791 73.32
4.99916 11.8543 -18.6321 -7.929 170.76
14.429 -0.809596 3.15401 -5.70243 65.88
11.5071 13.6447 -17.2255 3.9917 96.42
2.18895 -12.4278 4.04542 -3.62392 55.74
18.8109 -8.79245 10.5029 5.38259 30.3
19.3947 11.7898 -18.8525 -5.99941 197.52
18.6635 -5.18228 -3.2322 1.38881 62.7
21.9164 9.29457 -20.8006 -8.09737 178.56
12.2419 11.6981 18.2365 -11.5938 26.82
-1.50663 2.15053 2.54945 3.52518 3.84
12.0064 -4.69533 12.5797 2.20916 6.54
17.4794 9.9775 -6.90581 -6.2602 71.7
-21.2945 1.67949 9.69366 -10.6061 76.8
-12.5041 -6.91755 16.3867 10.2774 105.42
9.75289 13.9745 20.6382 13.2539 10.5
17.8066 8.34771 20.3427 0.6342 7.68
18.2824 -12.2401 -19.3519 -13.3183 37.26
14.1443 -3.75548 -16.3403 13.6564 173.22
19.9285 7.92123 21.7875 10.9234 3.12
-19.2069 -2.43908 -10.1114 7.94257 21
-5.57735 -12.4415 -5.86077 -13.4591 0.66
20.1821 -6.25833 17.5363 9.91499 64.98
16.2309 -12.3121 15.8892 -9.95454 1.98
-11.9861 -1.22434 -13.4049 -7.65176 6.18
17.7608 -9.27354 -4.6626 13.4046 219.12
18.2924 13.6913 -20.8151 1.14252 137.16
-5.05813 -2.27019 -21.2523 -6.52796 97.5
-11.3405 -7.75821 0.695326 2.4679 33.24
13.0519 3.91906 -21.0039 12.5137 116.58
9.24926 -10.7355 -21.2547 -7.08627 46.14
-13.4949 -8.04277 -18.5865 -12.9149 17.58
-11.9129 -3.79332 12.0073 5.88126 83.64
20.8641 -4.55256 13.0068 -13.7368 11.64
19.148 -7.49943 -17.6076 -12.0044 39.96
-8.19946 6.97142 -11.7911 8.70588 3.6
-1.57563 -13.6006 -4.86196 -2.31661 29.82
-5.2506 -1.56297 18.8752 -4.74711 141.66
-1.21608 -12.3941 16.3769 12.0348 80.1
20.0205 -5.05111 20.7403 -9.50302 4.08
7.01363 -12.147 15.8525 13.2647 100.44
21.0037 10.5038 -2.74358 -6.94158 113.58
-21.9116 5.49926 4.14908 11.6489 31.98
3.59304 13.2666 5.9015 -13.2635 51.96
-18.4292 -12.9157 20.9702 -12.4894 78.6
9.42384 -7.23548 16.125 -12.1281 57.24
19.6206 12.6616 20.388 4.37256 7.92
-5.02571 -13.6125 -21.2867 -13.4907 15.84
-8.83674 1.81378 10.8441 5.2765 72.24
19.4829 8.17611 -2.47803 12.2912 129.24
16.6905 -12.7877 13.6769 -2.34102 19.92
19.9841 -8.43122 -13.7784 -13.8551 34.2
-0.637869 -13.904 -13.4274 -3.24496 17.4
1.17944 -12.7013 -12.2128 -8.73119 13.62
-10.6612 -9.22094 5.45725 -3.91312 40.56
16.9771 -10.2498 -21.4417 -1.73857 69.72
-6.93522 13.0354 -2.25857 -6.69462 88.32
-1.76471 13.4855 -0.84353 -12.1503 85.68
12.2246 2.85514 0.988318 -13.2623 20.28
10.0995 -12.1019 5.17746 -3.56624 65.7
3.87489 4.45275 4.3942 -12.4432 103.02
-18.9023 -13.7527 13.6026 5.51542 148.38
1.12206 -12.3444 -18.808 -0.185478 51.9
-4.79628 -1.74352 -11.8984 -3.68917 68.52
6.84555 -9.61033 -9.68801 6.97319 55.08
21.8272 -0.978123 -4.26149 -2.72731 82.56
-8.85365 -12.5328 -5.35708 -12.6293 3.06
4.32399 -2.58098 -2.81197 11.2831 111.12
13.7051 -2.1538 -13.5109 -4.92626 34.38
11.3179 -4.80477 15.6655 -13.936 56.46
-3.74647 -11.5735 -8.12416 -11.3688 3.96
16.1065 10.7035 14.2229 11.768 1.74
0.778921 -5.55861 -21.7467 6.3998 134.22
9.28986 5.03518 -12.8217 -0.360603 115.02
5.23485 13.3488 14.7025 -0.846559 51.48
-10.2951 1.47815 7.38585 -0.673116 81.36
4.37274 -4.67851 13.3474 0.404677 15.54
-11.0016 -7.37135 17.1914 -8.30679 115.86
13.7476 12.0097 14.1356 -10.7021 26.22
3.7117 -11.8319 -17.7193 1.23454 59.1
17.2282 13.0095 -9.55334 6.87512 27.36
-3.12086 -0.459964 18.2615 8.4553 87.3
-6.22864 13.7194 -20.2598 -9.35144 135.78
19.8133 -1.78184 -5.93694 -6.63238 78.9
13.9931 13.8808 7.36525 9.62815 7.44
0.61315 -11.9898 20.3992 11.0182 94.2
21.4609 5.94321 3.9483 -12.4382 50.88
-1.92685 2.24856 19.7151 6.24798 91.44
11.2915 12.184 10.4505 -10.864 32.22
-8.19004 7.17543 19.7554 -9.24852 94.38
10.288 11.2406 -2.67757 12.235 73.62
19.3925 -13.1968 -11.893 -4.51307 35.4
3.65018 12.2455 -9.56104 13.0948 12.84
-3.28649 11.9351 6.93921 -10.2592 65.94
-21.8991 11.7054 -7.36348 -12.3701 153.96
-6.18791 -2.86713 -20.2491 -0.654678 105.18
-19.5098 -1.79257 -0.588149 -11.7559 93.9
-20.2582 -0.8437 -0.882732 -11.5794 93.12
5.2288 -10.4436 -10.6346 2.2321 27.96
11.1508 -3.85008 4.21229 -11.0134 9.54
-21.3805 -13.6773 3.05893 -4.4513 78.3
-3.49467 -11.4191 -21.9709 0.274803 45.96
9.18209 -12.3862 12.4063 3.62429 15.9
-21.7265 8.28667 21.253 -11.5079 178.98
-11.5843 7.97067 15.6807 -10.1595 107.94
-11.5807 -7.86809 11.6681 3.50348 106.26
14.5409 -10.5105 21.9935 -12.9889 7.44
21.1829 -2.64551 13.4138 4.31664 34.98
4.59281 13.9904 14.4536 -2.06131 18.42
13.2609 1.0796 13.3616 1.77231 0.3
-3.87072 -13.1453 0.724112 1.7168 52.86
-15.8814 -13.9745 3.75369 3.88603 78.78
20.0385 7.13031 18.9197 -7.71918 14.46
13.9042 -10.7658 -2.29231 -4.68217 52.44
-13.1832 -8.72173 -20.4462 -11.6579 18.84
10.0832 -12.8323 8.10624 -12.7558 1.56
17.7178 -7.60054 13.0653 -12.5113 6.36
15.1865 2.55111 3.63564 4.13237 32.46
20.7589 -2.1017 -10.6269 -9.15005 50.76
18.6195 8.40431 -6.91168 -11.8737 73.38
12.1895 -5.23591 13.1172 -12.8115 54.6
20.0362 12.4739 -18.5958 -4.02828 209.88
5.16002 9.64969 -4.77538 -13.1332 69.54
9.24864 4.08127 19.077 7.21916 24
13.1038 -13.8869 -7.14938 -2.91627 46.44
16.1572 -9.34784 9.3426 5.50293 101.4
-19.8962 -2.95895 12.6063 4.39908 99.18
21.2423 -3.93927 0.806224 -5.70137 80.82
-13.1751 -6.48295 11.11 4.51841 98.28
-6.76173 12.6648 -11.2064 -3.99478 96.96
4.69383 -10.3688 21.7067 1.14835 50.34
-18.9097 -2.23237 11.6147 -12.1092 88.38
-10.6174 -0.740032 11.6188 -3.47267 109.5
-20.554 -9.66438 9.34859 -13.8598 56.46
12.6165 3.83063 -4.61878 -5.57155 63.12
20.1035 12.6812 20.2051 4.77556 7.5
8.07463 10.878 5.25345 -11.6044 42.06
-1.05056 -13.7284 10.8514 5.34742 66.54
20.5852 -0.242893 -6.77267 13.4874 180.78
8.40578 -13.1513 -11.2805 -1.0237 27.78
-20.1534 -6.94368 17.8646 -11.769 110.16
11.0165 12.0795 -19.0796 -11.0831 139.92
-11.8691 -0.862001 -20.1248 -11.8758 29.7
17.3662 -8.66424 -11.7925 0.0999735 44.94
-21.4447 13.533 13.2438 2.72638 50.52
-21.4235 -12.6316 15.0383 -1.03616 97.68
-20.1496 -1.80722 -15.0103 -13.2909 46.68
-12.511 8.91959 20.5785 -0.592777 66.3
16.1847 -10.1484 8.85145 13.5094 35.94
20.8433 3.82955 12.9463 -13.5058 18.84
21.2804 -0.752004 -7.90109 -12.9715 48.84
-21.4236 12.1643 -16.6818 13.8887 4.62
-2.58136 -12.1459 21.1833 -11.7292 23.34
10.1193 5.95105 0.171202 -6.30805 15.48
15.505 -9.27637 -3.01379 -1.72132 50.1
-9.04215 13.0859 -2.26896 -13.8278 145.8
-11.002 -2.74449 18.007 13.8549 69.6
13.1759 0.862279 1.90883 1.93273 99.12
-20.836 -2.49904 14.5248 2.3706 106.26
1.32492 3.33959 1.49169 -12.6463 115.5
21.4751 -13.8801 14.8897 -1.7092 27.9
8.5488 -10.9045 2.12513 -13.4953 6.48
-6.65903 11.7842 -20.9111 13.6766 68.88
4.91613 11.7083 -18.9955 -3.72146 107.04
-11.1011 -1.08444 -21.8425 2.56828 42.78
-10.8836 -8.6917 9.23498 -8.10145 65.34
13.0517 5.41682 21.1812 10.5898 21.18
-1.42416 -13.8056 -9.71686 -13.4645 7.86
3.31813 3.34002 21.6458 -7.63433 120.6
-2.92183 13.9215 -20.2682 -5.60207 134.34
15.6577 9.66769 -4.07552 -13.4353 77.46
16.3631 -13.8889 21.8798 13.7603 81.06
-6.3878 -3.00866 20.3404 -10.3348 91.8
18.8612 -9.93034 7.35751 -12.0387 11.28
-21.5249 8.40298 -2.21768 -4.06261 79.98
-2.62459 -5.19265 3.08177 -13.2296 41.82
20.0496 13.3903 21.6719 -3.53515 16.56
16.0751 -10.3225 7.18899 -8.94407 9.12
-13.5576 -7.12251 -20.319 11.9466 56.58
-3.8952 -2.2193 -21.4149 2.84346 117.3
-1.03706 12.9928 14.3325 -11.5755 94.14
18.5109 -5.2354 12.0351 2.51062 27.06
11.0686 10.7998 13.8259 -11.4793 28.26
4.33855 -2.45072 4.0248 -2.85838 0.12
-20.6966 -11.1853 -21.2938 -11.6676 0.36
15.2666 0.00121891 3.15664 3.68526 104.64
-3.17026 -13.2925 4.91381 13.732 106.74
-18.3699 -11.2927 10.5896 -12.2222 57.78
-1.76763 12.8462 1.04668 -4.00122 38.28
20.8699 -12.6909 10.1143 13.4239 49.38
7.605 -0.380308 -11.5756 -9.16063 72.66
8.7976 2.97712 7.04414 10.077 6.9
21.4292 -4.84424 -11.4346 7.35702 148.44
21.1963 -4.39309 4.46405 -4.48719 90.66
14.9774 11.5756 15.0866 11.8457 0
14.6812 0.189665 20.862 6.85166 28.92
-11.156 -6.99036 16.5887 10.5124 106.92
9.25488 11.7115 15.9483 -12.9658 32.04
6.67174 13.004 7.75443 -9.35075 36.9
7.95538 10.9111 -11.802 0.146692 69
20.4963 -2.96819 2.4601 -5.21593 93.24
-8.55553 -13.479 -19.3224 -0.151299 20.7
-21.3373 8.55807 19.947 0.645287 121.8
16.8864 -13.9886 9.54475 3.21232 97.2
12.934 -1.01492 18.2561 -7.64622 45.78
-7.00008 -11.7849 -2.25164 -12.3261 4.38
19.2646 7.26439 20.6515 -9.80879 16.74
7.20847 -1.93494 13.734 11.067 19.26
6.82578 11.4433 -9.64977 7.72921 17.4
-19.8623 -0.285875 4.81025 -3.17588 113.16
-20.7714 -6.569 8.04671 9.56123 74.16
20.2188 2.39135 12.2889 -2.99414 33.54
-17.2379 -12.7214 -1.27064 -5.87662 70.68
-21.1693 -5.95642 18.7719 12.4803 91.38
13.9654 -11.6707 -7.27584 13.7896 187.32
21.9865 -0.0611025 11.194 13.7683 61.14
-7.29771 -11.3957 17.9472 -10.3274 80.04
3.5486 -3.35816 18.4645 -12.4201 81.3
-6.2386 -13.0216 1.02252 -4.93399 45.06
3.03426 -4.91218 7.1081 10.1777 73.14
13.5632 3.72109 -2.00036 -11.7664 23.52
20.1993 -0.0114251 18.0942 8.89339 8.76
-21.8874 -10.3222 3.22587 9.41857 73.32
4.31342 12.3667 -10.1508 2.2229 72.24
12.8296 -0.699948 15.2989 -13.5347 56.28
14.4728 10.1974 -1.96742 -13.346 102.3
-21.4187 -3.37557 -3.27425 -1.66889 40.56
-21.9465 -0.121198 -18.6531 -3.19927 4.08
13.8529 -2.46809 10.0317 -13.3537 60.06
7.67089 13.5256 13.0358 12.2614 5.1
15.7938 -9.88611 7.69909 0.485922 85.86
2.22924 -3.6468 2.31428 -4.71951 0.66
-4.0106 2.21378 -5.8114 -5.42376 7.56
17.453 10.3561 -7.44934 -13.6234 81.84
-13.0556 -2.91789 18.6885 12.0599 85.5
-13.713 -13.8128 10.4598 5.54323 148.92
4.59374 13.8292 -7.71389 12.7162 11.94
-2.93457 2.00076 20.4358 -5.69737 132.54
21.6156 -11.645 14.5051 4.19441 36.06
5.28599 10.336 14.1052 -11.1013 72.6
3.59604 -12.7434 10.8499 10.9446 76.5
-12.5387 -2.25249 -3.38702 -6.25257 24.12
-13.9789 -3.03594 -21.8792 -10.6325 29.82
-2.34857 13.032 12.7621 10.5436 14.88
12.1068 5.80293 4.84448 -13.9634 21.6
17.7339 -7.3588 -10.8396 -8.55718 33.96
18.1551 -12.3955 17.5489 -8.35234 3.66
4.3348 -2.75455 -19.909 -3.49905 109.38
-17 -13.9796 10.5719 13.4225 123.42
-6.17027 -2.51477 -19.7268 13.6132 108.66
3.67604 -5.11949 -2.96808 -12.5617 40.56
-20.6138 -5.95769 19.5971 -8.45199 143.64
18.9662 -8.25566 14.3308 13.0304 51.12
-13.8407 -5.54503 11.2922 -6.45463 60.12
-18.3123 -12.8211 -6.67975 11.8894 97.08
18.2141 9.7825 10.7194 12.7532 7.62
-12.811 -4.55139 3.17775 -3.3826 31.2
-5.14559 -3.7035 -8.75984 7.1292 99.18
-12.5389 -5.76883 -12.7258 -9.10647 2.94
-12.2261 0.105493 -11.3919 -2.62676 2.46
-11.1332 -2.34339 13.6876 -1.85886 111.78
-3.42165 -3.20272 4.51022 9.69486 51.96
7.36564 -0.445214 -10.0702 1.26087 97.26
9.94523 -10.9065 -12.5065 -1.15728 29.64
0.537815 -4.93869 2.96093 13.1125 60.36
-19.2779 -9.11054 6.26367 -11.4208 113.58
19.6167 12.5795 20.7708 1.47382 10.74
14.6689 0.805435 2.25881 8.68735 81.66
-18.7756 -0.22988 -20.3278 13.6084 15.06
1.46223 1.14073 -17.9965 -11.1361 169.74
16.8088 -11.1618 -7.33656 -12.747 23.76
5.24817 -12.1586 14.4718 10.478 89.16
-2.35064 -13.246 13.4264 -2.25745 78.9
7.27971 -11.565 13.3169 -10.8213 5.64
0.834441 -13.6571 16.2867 13.5757 86.04
-3.19218 0.577694 18.8072 -13.7309 163.26
21.5817 -11.9055 -21.9015 -12.6281 43.14
1.95996 -12.8153 13.3389 13.7026 79.44
-12.0982 -0.612838 19.0137 -4.63334 155.82
-6.46638 -4.7514 -18.0307 -9.4087 81.54
-1.64074 0.405492 -7.28436 13.3632 83.28
15.0388 11.8255 11.4273 4.81244 52.08
-11.2703 -5.10358 -19.6794 -8.1526 25.74
-1.80782 -12.8656 4.67816 -12.9515 6.06
-17.4926 -12.7766 5.89058 -12.5255 60.36
7.10864 -12.4185 -2.43819 2.4661 70.14
-15.7917 4.51868 10.5615 -12.0594 61.38
11.4588 -5.40018 -5.58704 -3.29313 47.28
11.3462 5.44529 19.504 -5.40584 44.88
-11.2734 0.0962109 19.6582 2.20768 114.66
8.1563 12.7558 18.2271 -13.1138 33.78
-2.94527 13.028 -5.4081 -3.35941 79.32
20.6537 -11.4084 -4.5692 11.8393 216.42
8.18743 -9.82783 20.8416 -9.456 61.74
20.1998 4.52568 20.3493 -12.0546 16.14
-11.2659 0.528096 -3.16462 1.44166 7.98
21.8561 3.67202 -2.38998 2.08815 72.24
13.0748 -4.80906 13.0392 2.47558 6.84
18.6772 11.0204 12.0213 11.4623 6.24
-7.22633 13.1118 16.7288 -12.6523 113.58
-17.9708 -13.0155 -11.0146 7.46676 35.1
10.7466 -12.5248 19.7085 -7.55954 9.84
12.0754 -1.05391 12.4306 -13.5998 60.18
-21.7205 13.8111 21.7223 1.1054 79.62
14.7054 12.3745 -4.59665 -2.79019 80.22
-11.6253 -7.59198 -5.77788 -3.86042 25.02
9.76311 4.21913 14.8331 11.8548 14.04
-18.8228 13.3878 -21.3268 -10.7849 68.82
5.11876 12.9423 6.48425 -3.15777 17.82
-5.07086 13.0633 9.43199 4.39007 22.26
9.48939 5.84705 -17.0286 13.7479 122.28
-13.9372 -13.4259 2.3161 13.3209 144.9
-3.00447 1.40184 9.95696 -6.83019 99.36
-8.97219 1.40285 11.398 5.44244 73.08
-20.1753 -11.5565 -1.56088 -12.2833 48.66
-5.41985 12.3682 2.09886 -4.95709 46.44
-18.8507 -11.1838 7.15989 -12.0901 54.6
-19.8309 0.681365 -4.7997 -2.43692 30.9
19.4122 6.10519 -17.3712 -10.6245 92.58
10.0039 -12.8366 14.5951 13.5959 34.32
18.6693 8.69751 -3.0748 -5.91863 112.02
-2.97597 -13.2562 -1.00976 -11.4729 2.22
-8.70638 -11.1988 7.70368 13.478 93.66
21.9444 -0.376561 -18.8425 -7.35331 85.56
14.7122 11.8065 10.2982 10.7858 4.14
16.213 -11.9117 19.7674 13.4208 59.04
-19.9895 -11.0732 3.53233 13.4258 126.54
10.419 -7.03156 20.5154 -13.0779 58.32
-14.1583 -3.78849 -21.7276 -0.270032 33.3
-13.4323 -13.4031 -3.94866 -1.28868 69.36
10.504 13.9884 20.6917 -12.7487 31.2
-20.9322 -4.41717 13.5207 -0.55969 133.62
-3.31665 -3.61243 -11.1369 2.5206 77.7
15.0207 0.428857 10.0888 5.80111 6.9
1.5701 -4.27408 21.4058 -0.693046 59.16
7.01162 12.8999 20.5818 -11.6596 33.54
18.1614 8.51006 -12.2651 0.81762 95.52
21.2057 1.19751 -5.72931 12.0882 181.32
21.8399 13.3352 -13.3682 -3.39853 175.38
5.46284 13.175 -11.1007 -1.32334 71.52
-18.8835 -6.23342 1.43536 -11.6255 102.54
-19.2628 -3.08108 13.3801 4.84404 99.6
0.530502 -5.06343 2.82077 -10.6932 34.56
-20.829 -9.08884 -3.54566 -3.86202 56.58
-12.3734 -8.84699 12.5182 -5.09633 63.36
19.629 -6.24598 2.1837 -12.4551 19.2
-4.32584 -6.16565 -18.7123 13.6681 112.56
9.78118 6.03342 2.50135 -13.8439 42.54
-5.92722 -5.5541 -8.27525 13.6575 146.88
-1.14894 12.0325 -0.58492 -12.9364 82.38
19.257 -9.38077 -11.8525 -5.2574 36.96
-21.1888 0.925925 21.9671 -6.65971 182.58
-18.3217 -11.0684 -4.80931 -5.54636 61.2
-11.4026 -7.93866 -1.05302 -5.81187 32.16
